invoice_id,branch,city,customer_type,gender,product_line,unit_price
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91
865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86
699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44
