invoice_id,branch,city,customer_type,gender,product_line,unit_price,date,time,payment,quantity,tax_5_percent,total,cogs,gross_income,gross_margin_percentage,rating
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,2019-02-02,18:31,Credit card,10,21.565,452.865,431.3,21.565,4.7619,5.5
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,2019-02-02,12:40,Cash,6,10.647,223.587,212.94,10.647,4.7619,4.1
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,2019-02-02,16:33,Cash,1,1.921,40.341,38.42,1.921,4.7619,8.6
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,2019-02-02,19:40,Cash,7,9.191,193.011,183.82,9.191,4.7619,9.9
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2019-02-02,14:05,Credit card,2,8.335,175.035,166.7,8.335,4.7619,9.5
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,2019-02-02,15:47,Cash,8,20.608,432.768,412.16,20.608,4.7619,9.6
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,2019-02-02,20:48,Ewallet,10,5.48,115.08,109.6,5.48,4.7619,6.0
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,2019-02-02,15:34,Ewallet,9,20.9475,439.897,418.95,20.9475,4.7619,6.4
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,2019-02-02,13:23,Ewallet,4,19.084,400.764,381.68,19.084,4.7619,6.4
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,2019-02-02,18:50,Cash,1,0.9165,19.2465,18.33,0.9165,4.7619,4.3
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2019-02-02,10:11,Cash,2,5.611,117.831,112.22,5.611,4.7619,6.3
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,2019-02-02,18:42,Credit card,8,37.548,788.508,750.96,37.548,4.7619,8.3
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,2019-02-03,20:13,Ewallet,1,2.689,56.469,53.78,2.689,4.7619,4.7
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,2019-02-03,11:25,Ewallet,10,33.725,708.225,674.5,33.725,4.7619,4.2
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,2019-02-03,10:19,Cash,7,31.99,671.79,639.8,31.99,4.7619,9.5
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,2019-02-03,10:31,Credit card,5,6.82,143.22,136.4,6.82,4.7619,8.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,2019-02-03,15:53,Credit card,1,3.6985,77.6685,73.97,3.6985,4.7619,5.4
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,2019-02-03,11:46,Cash,3,6.4455,135.355,128.91,6.4455,4.7619,9.3
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,2019-02-03,17:24,Cash,10,36.39,764.19,727.8,36.39,4.7619,7.3
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,2019-02-03,13:40,Ewallet,9,24.7815,520.411,495.63,24.7815,4.7619,10.0
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,2019-02-03,16:40,Credit card,10,24.665,517.965,493.3,24.665,4.7619,9.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,2019-02-03,14:35,Credit card,5,11.79,247.59,235.8,11.79,4.7619,6.0
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,2019-02-03,10:02,Cash,4,14.79,310.59,295.8,14.79,4.7619,6.1
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,2019-02-03,15:19,Cash,5,10.13,212.73,202.6,10.13,4.7619,4.5
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,2019-02-03,14:38,Cash,7,33.208,697.368,664.16,33.208,4.7619,4.2
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,2019-02-03,15:59,Cash,5,19.255,404.355,385.1,19.255,4.7619,5.5
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,2019-02-04,20:43,Credit card,1,3.3885,71.1585,67.77,3.3885,4.7619,6.5
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,2019-02-04,10:23,Cash,7,8.827,185.367,176.54,8.827,4.7619,8.2
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,2019-02-04,13:21,Ewallet,9,34.956,734.076,699.12,34.956,4.7619,9.8
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,2019-02-04,15:44,Ewallet,4,9.726,204.246,194.52,9.726,4.7619,7.6
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,2019-02-04,18:53,Ewallet,4,4.668,98.028,93.36,4.668,4.7619,7.4
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,2019-02-04,16:09,Credit card,7,26.103,548.163,522.06,26.103,4.7619,9.0
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,2019-02-04,16:38,Ewallet,5,10.765,226.065,215.3,10.765,4.7619,7.7
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,2019-02-04,12:50,Ewallet,9,6.2325,130.883,124.65,6.2325,4.7619,6.0
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2019-02-04,19:38,Cash,2,7.204,151.284,144.08,7.204,4.7619,9.5
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,2019-02-04,12:14,Cash,1,3.5975,75.5475,71.95,3.5975,4.7619,7.3
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,2019-02-04,13:38,Ewallet,1,0.699,14.679,13.98,0.699,4.7619,9.8
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,2019-02-05,19:57,Cash,10,34.3,720.3,686.0,34.3,4.7619,9.1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2019-02-05,18:45,Cash,2,2.089,43.869,41.78,2.089,4.7619,9.8
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2019-02-05,19:05,Ewallet,2,6.933,145.593,138.66,6.933,4.7619,9.7
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,2019-02-05,14:14,Credit card,1,1.531,32.151,30.62,1.531,4.7619,4.1
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,2019-02-05,19:42,Ewallet,1,4.395,92.295,87.9,4.395,4.7619,6.7
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,2019-02-05,10:41,Credit card,3,14.7315,309.362,294.63,14.7315,4.7619,7.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,2019-02-05,11:51,Ewallet,3,11.28,236.88,225.6,11.28,4.7619,4.8
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2019-02-05,11:32,Ewallet,2,1.649,34.629,32.98,1.649,4.7619,4.6
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,2019-02-05,10:16,Ewallet,6,7.773,163.233,155.46,7.773,4.7619,8.7
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,2019-02-05,10:17,Cash,6,14.181,297.801,283.62,14.181,4.7619,8.8
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,2019-02-05,15:26,Credit card,9,19.269,404.649,385.38,19.269,4.7619,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,2019-02-05,12:34,Cash,9,26.208,550.368,524.16,26.208,4.7619,9.7
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,2019-02-06,15:16,Credit card,6,15.135,317.835,302.7,15.135,4.7619,8.9
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,2019-02-06,14:24,Cash,8,11.4,239.4,228.0,11.4,4.7619,6.6
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,2019-02-06,18:07,Ewallet,4,2.896,60.816,57.92,2.896,4.7619,4.5
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,2019-02-06,10:22,Credit card,1,2.621,55.041,52.42,2.621,4.7619,6.3
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,2019-02-06,15:47,Ewallet,9,9.0045,189.094,180.09,9.0045,4.7619,4.1
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,2019-02-06,17:20,Ewallet,4,19.396,407.316,387.92,19.396,4.7619,9.4
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,2019-02-06,18:33,Credit card,5,8.92,187.32,178.4,8.92,4.7619,6.6
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,2019-02-06,14:51,Ewallet,10,12.95,271.95,259.0,12.95,4.7619,8.7
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,2019-02-06,13:55,Credit card,6,11.232,235.872,224.64,11.232,4.7619,5.9
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,2019-02-06,19:20,Ewallet,10,11.475,240.975,229.5,11.475,4.7619,8.2
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,2019-02-06,18:44,Ewallet,5,8.9525,188.003,179.05,8.9525,4.7619,7.9
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,2019-02-06,10:42,Ewallet,4,19.884,417.564,397.68,19.884,4.7619,7.5
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,2019-02-06,20:05,Credit card,1,4.4875,94.2375,89.75,4.4875,4.7619,6.6
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,2019-02-07,14:13,Cash,1,2.279,47.859,45.58,2.279,4.7619,9.8
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,2019-02-07,15:55,Cash,6,13.806,289.926,276.12,13.806,4.7619,7.1
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,2019-02-07,17:55,Ewallet,6,13.038,273.798,260.76,13.038,4.7619,8.5
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,2019-02-07,18:23,Ewallet,6,4.944,103.824,98.88,4.944,4.7619,9.9
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,2019-02-07,15:06,Cash,8,23.164,486.444,463.28,23.164,4.7619,8.1
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,2019-02-07,19:30,Ewallet,5,15.9275,334.478,318.55,15.9275,4.7619,8.5
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,2019-02-07,10:09,Cash,8,37.248,782.208,744.96,37.248,4.7619,6.8
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,2019-02-07,14:27,Ewallet,10,29.475,618.975,589.5,29.475,4.7619,8.1
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,2019-02-07,11:28,Ewallet,8,35.84,752.64,716.8,35.84,4.7619,6.6
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,2019-02-07,13:05,Credit card,4,13.188,276.948,263.76,13.188,4.7619,6.9
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,2019-02-07,14:15,Cash,1,0.5085,10.6785,10.17,0.5085,4.7619,5.9
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2019-02-07,17:59,Cash,2,8.613,180.873,172.26,8.613,4.7619,8.2
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,2019-02-07,14:38,Credit card,8,16.344,343.224,326.88,16.344,4.7619,6.5
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,2019-02-07,11:28,Credit card,10,27.18,570.78,543.6,27.18,4.7619,6.1
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,2019-02-07,11:36,Ewallet,7,5.8345,122.524,116.69,5.8345,4.7619,7.4
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,2019-02-07,18:48,Cash,9,9.909,208.089,198.18,9.909,4.7619,6.8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,2019-02-07,12:23,Ewallet,8,24.164,507.444,483.28,24.164,4.7619,9.6
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,2019-02-07,16:48,Ewallet,10,21.595,453.495,431.9,21.595,4.7619,8.2
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,2019-02-07,10:18,Credit card,1,1.448,30.408,28.96,1.448,4.7619,6.2
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,2019-02-07,20:24,Cash,10,39.695,833.595,793.9,39.695,4.7619,6.2
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,2019-02-08,11:39,Ewallet,1,0.985,20.685,19.7,0.985,4.7619,9.5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,2019-02-08,12:52,Credit card,5,16.2425,341.092,324.85,16.2425,4.7619,6.5
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,2019-02-08,10:58,Cash,6,4.911,103.131,98.22,4.911,4.7619,7.0
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,2019-02-08,15:26,Cash,4,6.35,133.35,127.0,6.35,4.7619,8.6
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,2019-02-08,13:12,Credit card,7,13.0025,273.052,260.05,13.0025,4.7619,7.7
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,2019-02-08,11:15,Ewallet,9,40.626,853.146,812.52,40.626,4.7619,7.2
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,2019-02-08,10:37,Ewallet,7,30.2085,634.378,604.17,30.2085,4.7619,5.3
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,2019-02-08,15:31,Cash,1,1.676,35.196,33.52,1.676,4.7619,6.7
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,2019-02-08,16:20,Credit card,10,49.49,1039.29,989.8,49.49,4.7619,8.7
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,2019-02-08,10:53,Cash,4,9.294,195.174,185.88,9.294,4.7619,7.0
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,2019-02-08,13:00,Credit card,10,48.605,1020.71,972.1,48.605,4.7619,8.7
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,2019-02-08,13:03,Cash,6,20.736,435.456,414.72,20.736,4.7619,5.6
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,2019-02-09,13:22,Cash,1,1.592,33.432,31.84,1.592,4.7619,7.7
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,2019-02-09,18:58,Credit card,10,42.305,888.405,846.1,42.305,4.7619,8.8
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,2019-02-09,20:31,Ewallet,3,8.5905,180.4,171.81,8.5905,4.7619,6.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,2019-02-09,10:02,Ewallet,1,1.079,22.659,21.58,1.079,4.7619,7.2
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,2019-02-09,13:11,Cash,6,3.735,78.435,74.7,3.735,4.7619,4.1
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,2019-02-09,10:25,Cash,3,3.162,66.402,63.24,3.162,4.7619,7.3
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,2019-02-09,17:15,Credit card,6,4.785,100.485,95.7,4.785,4.7619,5.1
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,2019-02-09,19:17,Ewallet,9,15.768,331.128,315.36,15.768,4.7619,4.6
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,2019-02-09,11:45,Cash,6,19.773,415.233,395.46,19.773,4.7619,5.7
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,2019-02-09,10:00,Cash,7,22.491,472.311,449.82,22.491,4.7619,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,2019-02-09,19:43,Cash,3,12.21,256.41,244.2,12.21,4.7619,4.8
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,2019-02-09,11:00,Cash,10,11.12,233.52,222.4,11.12,4.7619,4.2
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,2019-02-09,12:02,Ewallet,4,9.194,193.074,183.88,9.194,4.7619,5.1
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,2019-02-10,12:45,Credit card,6,5.679,119.259,113.58,5.679,4.7619,8.1
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,2019-02-10,12:56,Ewallet,7,18.7775,394.328,375.55,18.7775,4.7619,5.2
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,2019-02-10,15:10,Cash,5,11.1475,234.098,222.95,11.1475,4.7619,8.5
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,2019-02-10,13:56,Cash,7,25.683,539.343,513.66,25.683,4.7619,9.5
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2019-02-10,15:43,Ewallet,2,3.347,70.287,66.94,3.347,4.7619,6.7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,2019-02-10,12:50,Ewallet,1,3.7035,77.7735,74.07,3.7035,4.7619,9.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,2019-02-10,18:23,Credit card,3,7.2135,151.484,144.27,7.2135,4.7619,7.8
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,2019-02-10,18:36,Cash,4,6.968,146.328,139.36,6.968,4.7619,7.4
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,2019-02-10,12:28,Ewallet,10,15.07,316.47,301.4,15.07,4.7619,9.2
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,2019-02-10,20:51,Cash,10,39.065,820.365,781.3,39.065,4.7619,4.4
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,2019-02-10,13:51,Ewallet,7,12.9185,271.289,258.37,12.9185,4.7619,6.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,2019-02-11,10:54,Cash,9,37.8405,794.651,756.81,37.8405,4.7619,8.0
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,2019-02-11,18:38,Ewallet,5,21.6725,455.122,433.45,21.6725,4.7619,9.4
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,2019-02-11,16:19,Cash,10,31.06,652.26,621.2,31.06,4.7619,5.9
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,2019-02-11,15:29,Cash,3,12.012,252.252,240.24,12.012,4.7619,5.4
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,2019-02-11,15:42,Credit card,10,44.6,936.6,892.0,44.6,4.7619,4.4
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,2019-02-11,10:39,Credit card,3,11.556,242.676,231.12,11.556,4.7619,7.2
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,2019-02-11,16:06,Ewallet,4,18.952,397.992,379.04,18.952,4.7619,7.8
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,2019-02-11,10:38,Credit card,10,38.6,810.6,772.0,38.6,4.7619,5.6
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,2019-02-12,10:25,Ewallet,5,11.7375,246.488,234.75,11.7375,4.7619,7.1
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,2019-02-12,12:58,Ewallet,8,37.948,796.908,758.96,37.948,4.7619,8.7
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,2019-02-12,19:01,Ewallet,6,7.629,160.209,152.58,7.629,4.7619,7.0
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2019-02-12,14:33,Ewallet,2,7.163,150.423,143.26,7.163,4.7619,8.8
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,2019-02-12,19:43,Cash,1,1.974,41.454,39.48,1.974,4.7619,6.5
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,2019-02-12,14:45,Credit card,10,43.55,914.55,871.0,43.55,4.7619,9.9
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,2019-02-12,17:49,Cash,1,2.6175,54.9675,52.35,2.6175,4.7619,4.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,2019-02-12,16:19,Cash,10,30.19,633.99,603.8,30.19,4.7619,6.0
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,2019-02-13,12:14,Credit card,4,4.036,84.756,80.72,4.036,4.7619,5.0
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,2019-02-13,10:50,Credit card,7,7.8785,165.449,157.57,7.8785,4.7619,4.8
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,2019-02-13,12:38,Ewallet,4,6.45,135.45,129.0,6.45,4.7619,6.5
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2019-02-13,15:06,Credit card,2,9.298,195.258,185.96,9.298,4.7619,8.0
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,2019-02-13,18:27,Ewallet,1,3.841,80.661,76.82,3.841,4.7619,7.2
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2019-02-13,18:15,Credit card,2,1.487,31.227,29.74,1.487,4.7619,8.9
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,2019-02-13,13:59,Cash,6,4.107,86.247,82.14,4.107,4.7619,6.3
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,2019-02-13,16:59,Cash,5,7.39,155.19,147.8,7.39,4.7619,6.9
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2019-02-14,17:29,Cash,2,9.937,208.677,198.74,9.937,4.7619,5.2
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,2019-02-14,15:04,Cash,3,6.6975,140.648,133.95,6.6975,4.7619,6.2
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,2019-02-14,11:36,Credit card,7,21.028,441.588,420.56,21.028,4.7619,4.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,2019-02-14,11:26,Credit card,10,13.83,290.43,276.6,13.83,4.7619,8.9
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,2019-02-14,17:03,Credit card,8,39.824,836.304,796.48,39.824,4.7619,5.2
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,2019-02-14,14:35,Cash,4,15.148,318.108,302.96,15.148,4.7619,7.6
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2019-02-14,12:42,Ewallet,2,5.832,122.472,116.64,5.832,4.7619,6.0
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,2019-02-14,14:42,Ewallet,1,4.565,95.865,91.3,4.565,4.7619,9.2
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,2019-02-15,17:10,Credit card,8,13.456,282.576,269.12,13.456,4.7619,9.3
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,2019-02-15,12:31,Cash,3,12.072,253.512,241.44,12.072,4.7619,8.1
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,2019-02-15,11:21,Cash,1,4.942,103.782,98.84,4.942,4.7619,8.4
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,2019-02-15,14:15,Credit card,9,34.83,731.43,696.6,34.83,4.7619,4.5
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,2019-02-15,12:12,Cash,10,16.4,344.4,328.0,16.4,4.7619,6.2
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,2019-02-15,10:36,Cash,3,10.065,211.365,201.3,10.065,4.7619,7.5
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,2019-02-15,14:53,Credit card,10,49.65,1042.65,993.0,49.65,4.7619,6.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,2019-02-15,17:01,Credit card,8,27.984,587.664,559.68,27.984,4.7619,6.4
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,2019-02-15,20:51,Credit card,9,39.7125,833.963,794.25,39.7125,4.7619,7.6
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,2019-02-15,15:21,Cash,3,7.791,163.611,155.82,7.791,4.7619,7.9
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,2019-02-15,13:30,Credit card,3,7.83,164.43,156.6,7.83,4.7619,9.5
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,2019-02-15,17:38,Credit card,1,4.4155,92.7255,88.31,4.4155,4.7619,5.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,2019-02-15,13:51,Cash,6,17.277,362.817,345.54,17.277,4.7619,5.1
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,2019-02-15,20:21,Cash,7,26.915,565.215,538.3,26.915,4.7619,7.7
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,2019-02-15,12:44,Cash,7,25.494,535.374,509.88,25.494,4.7619,8.4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,2019-02-15,20:21,Credit card,4,13.71,287.91,274.2,13.71,4.7619,9.2
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,2019-02-15,12:42,Credit card,5,4.4425,93.2925,88.85,4.4425,4.7619,5.4
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,2019-02-15,17:47,Credit card,3,3.711,77.931,74.22,3.711,4.7619,10.0
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,2019-02-15,18:03,Ewallet,6,4.578,96.138,91.56,4.578,4.7619,9.8
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,2019-02-16,10:33,Credit card,7,8.687,182.427,173.74,8.687,4.7619,7.1
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,2019-02-16,15:53,Ewallet,5,3.0125,63.2625,60.25,3.0125,4.7619,5.5
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,2019-02-16,18:04,Credit card,4,12.036,252.756,240.72,12.036,4.7619,9.4
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,2019-02-16,12:21,Cash,10,25.955,545.055,519.1,25.955,4.7619,8.2
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,2019-02-16,15:42,Cash,1,4.5675,95.9175,91.35,4.5675,4.7619,6.8
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,2019-02-16,17:30,Ewallet,7,34.2265,718.756,684.53,34.2265,4.7619,4.9
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,2019-02-16,10:52,Cash,9,16.4295,345.02,328.59,16.4295,4.7619,4.2
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,2019-02-16,14:19,Ewallet,6,14.313,300.573,286.26,14.313,4.7619,4.4
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,2019-02-17,19:57,Credit card,5,17.8475,374.797,356.95,17.8475,4.7619,5.5
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,2019-02-17,17:09,Cash,8,35.516,745.836,710.32,35.516,4.7619,4.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,2019-02-17,13:34,Credit card,3,6.807,142.947,136.14,6.807,4.7619,7.2
