invoice_id,quantity,tax_5_percent,total,date,time,payment
470-31-3286,3,2.223,46.683,2019-03-01,2023-02-22 11:30:00,Credit card
811-03-8790,10,22.74,477.54,2019-03-01,2023-02-22 10:22:00,Credit card
207-73-1363,2,6.951,145.971,2019-03-01,2023-02-22 12:15:00,Ewallet
453-63-6187,3,4.125,86.625,2019-03-01,2023-02-22 15:40:00,Ewallet
339-96-8318,7,28.4585,597.6285,2019-03-01,2023-02-22 19:49:00,Ewallet
238-45-6950,1,2.686,56.406,2019-03-01,2023-02-22 20:03:00,Ewallet
247-11-2470,4,4.464,93.744,2019-03-01,2023-02-22 16:23:00,Credit card
189-98-2939,9,35.3475,742.2975,2019-03-01,2023-02-22 13:22:00,Cash
153-58-4872,4,14.978,314.538,2019-03-01,2023-02-22 15:32:00,Ewallet
346-84-3103,5,3.305,69.405,2019-03-02,2023-02-22 19:26:00,Cash
860-73-6466,2,3.947,82.887,2019-03-02,2023-02-22 16:16:00,Credit card
408-26-9866,7,25.893,543.753,2019-03-02,2023-02-22 16:42:00,Ewallet
303-96-2227,10,48.69,1022.49,2019-03-02,2023-02-22 17:16:00,Ewallet
565-67-6697,9,12.15,255.15,2019-03-02,2023-02-22 14:16:00,Cash
883-17-4236,2,1.439,30.219,2019-03-02,2023-02-22 19:44:00,Credit card
640-48-5028,9,39.7755,835.2855,2019-03-02,2023-02-22 12:40:00,Cash
576-31-4774,3,11.0115,231.2415,2019-03-02,2023-02-22 13:10:00,Ewallet
878-30-2331,10,27.275,572.775,2019-03-02,2023-02-22 11:22:00,Credit card
720-72-2436,4,13.304,279.384,2019-03-02,2023-02-22 18:14:00,Ewallet
825-94-5922,2,2.531,53.151,2019-03-02,2023-02-22 19:26:00,Ewallet
817-69-8206,9,44.8785,942.4485,2019-03-02,2023-02-22 19:42:00,Credit card
172-42-8274,2,3.827,80.367,2019-03-02,2023-02-22 18:18:00,Credit card
549-59-1358,3,13.2945,279.1845,2019-03-02,2023-02-22 17:36:00,Ewallet
225-98-1496,3,4.053,85.113,2019-03-02,2023-02-22 13:01:00,Credit card
636-98-3364,3,3.939,82.719,2019-03-02,2023-02-22 12:36:00,Ewallet
607-76-6216,5,23.1225,485.5725,2019-03-02,2023-02-22 16:35:00,Credit card
725-54-0677,7,29.96,629.16,2019-03-02,2023-02-22 13:50:00,Cash
324-41-6833,8,12.08,253.68,2019-03-03,2023-02-22 19:30:00,Ewallet
211-05-0490,5,12.98,272.58,2019-03-03,2023-02-22 13:42:00,Cash
610-46-4100,7,10.1325,212.7825,2019-03-03,2023-02-22 20:31:00,Credit card
651-96-5970,1,2.3205,48.7305,2019-03-03,2023-02-22 20:06:00,Credit card
733-33-4967,8,8.34,175.14,2019-03-03,2023-02-22 19:17:00,Cash
861-77-0145,10,40.985,860.685,2019-03-03,2023-02-22 14:30:00,Cash
568-88-3448,1,1.25,26.25,2019-03-03,2023-02-22 15:09:00,Ewallet
777-82-7220,8,12.048,253.008,2019-03-03,2023-02-22 13:01:00,Cash
234-03-4040,10,36.525,767.025,2019-03-03,2023-02-22 12:25:00,Credit card
468-99-7231,8,17.604,369.684,2019-03-03,2023-02-22 17:36:00,Cash
631-41-3108,7,16.2155,340.5255,2019-03-03,2023-02-22 13:23:00,Credit card
305-14-0245,8,37.796,793.716,2019-03-03,2023-02-22 19:00:00,Ewallet
175-54-2529,8,8.868,186.228,2019-03-03,2023-02-22 17:01:00,Credit card
302-15-2162,6,13.959,293.139,2019-03-03,2023-02-22 10:54:00,Credit card
558-60-5016,9,14.985,314.685,2019-03-04,2023-02-22 15:27:00,Ewallet
228-96-1411,8,39.48,829.08,2019-03-04,2023-02-22 20:39:00,Cash
221-25-5073,4,14.932,313.572,2019-03-04,2023-02-22 10:39:00,Cash
759-29-9521,9,22.032,462.672,2019-03-04,2023-02-22 11:27:00,Cash
276-75-6884,3,10.3065,216.4365,2019-03-04,2023-02-22 10:05:00,Cash
586-25-0848,7,4.319,90.699,2019-03-04,2023-02-22 11:19:00,Credit card
346-12-3257,9,8.658,181.818,2019-03-04,2023-02-22 16:28:00,Cash
689-05-1884,10,24.315,510.615,2019-03-04,2023-02-22 12:44:00,Cash
227-50-3718,5,3.655,76.755,2019-03-04,2023-02-22 12:23:00,Cash
256-08-8343,4,11.306,237.426,2019-03-04,2023-02-22 19:48:00,Ewallet
667-92-0055,6,29.949,628.929,2019-03-04,2023-02-22 15:02:00,Ewallet
320-49-6392,1,1.512,31.752,2019-03-04,2023-02-22 15:44:00,Cash
829-49-1914,10,39.155,822.255,2019-03-05,2023-02-22 16:24:00,Ewallet
655-07-2265,3,11.7465,246.6765,2019-03-05,2023-02-22 16:38:00,Ewallet
608-04-3797,8,10.128,212.688,2019-03-05,2023-02-22 20:24:00,Ewallet
148-82-2527,10,6.06,127.26,2019-03-05,2023-02-22 13:44:00,Credit card
593-14-4239,8,38.184,801.864,2019-03-05,2023-02-22 19:40:00,Ewallet
510-95-6347,3,7.278,152.838,2019-03-05,2023-02-22 18:17:00,Ewallet
730-50-9884,7,29.071,610.491,2019-03-05,2023-02-22 14:31:00,Ewallet
895-66-0685,3,2.712,56.952,2019-03-05,2023-02-22 19:46:00,Ewallet
755-12-3214,5,11.055,232.155,2019-03-05,2023-02-22 17:07:00,Credit card
433-75-6987,7,19.5895,411.3795,2019-03-05,2023-02-22 19:06:00,Ewallet
848-42-2560,2,8.191,172.011,2019-03-05,2023-02-22 17:43:00,Cash
291-32-1427,5,5.485,115.185,2019-03-05,2023-02-22 12:29:00,Ewallet
371-85-5789,3,13.197,277.137,2019-03-05,2023-02-22 10:40:00,Ewallet
733-01-9107,6,24.81,521.01,2019-03-05,2023-02-22 18:14:00,Cash
102-77-2261,7,22.8585,480.0285,2019-03-05,2023-02-22 18:02:00,Credit card
174-64-0215,10,34.87,732.27,2019-03-05,2023-02-22 17:49:00,Credit card
793-10-3222,6,12.318,258.678,2019-03-05,2023-02-22 13:30:00,Credit card
783-09-1637,5,16.8575,354.0075,2019-03-06,2023-02-22 18:13:00,Ewallet
468-01-2051,7,21.728,456.288,2019-03-06,2023-02-22 13:46:00,Ewallet
715-20-1673,5,7.095,148.995,2019-03-06,2023-02-22 20:57:00,Cash
149-15-7606,9,16.794,352.674,2019-03-06,2023-02-22 15:31:00,Ewallet
883-69-1285,2,4.992,104.832,2019-03-06,2023-02-22 11:55:00,Credit card
254-31-0042,9,9.675,203.175,2019-03-06,2023-02-22 12:46:00,Credit card
523-38-0215,1,1.85,38.85,2019-03-06,2023-02-22 13:29:00,Credit card
802-70-5316,6,27.639,580.419,2019-03-06,2023-02-22 20:34:00,Cash
262-47-2794,8,28.744,603.624,2019-03-06,2023-02-22 15:07:00,Credit card
199-75-8169,10,7.905,166.005,2019-03-06,2023-02-22 12:27:00,Credit card
885-17-6250,1,3.987,83.727,2019-03-06,2023-02-22 10:36:00,Ewallet
748-45-2862,4,5.662,118.902,2019-03-07,2023-02-22 18:35:00,Cash
242-55-6721,2,1.616,33.936,2019-03-07,2023-02-22 11:49:00,Ewallet
598-47-9715,4,16.814,353.094,2019-03-07,2023-02-22 16:54:00,Ewallet
307-85-2293,5,12.57,263.97,2019-03-07,2023-02-22 13:58:00,Ewallet
399-69-4630,6,6.663,139.923,2019-03-07,2023-02-22 10:23:00,Credit card
471-41-2823,2,9.979,209.559,2019-03-07,2023-02-22 20:37:00,Ewallet
423-64-4619,9,6.9975,146.9475,2019-03-07,2023-02-22 13:12:00,Cash
643-38-7867,1,4.897,102.837,2019-03-07,2023-02-22 11:44:00,Ewallet
821-07-3596,4,3.29,69.09,2019-03-07,2023-02-22 14:53:00,Ewallet
483-71-1164,6,24.39,512.19,2019-03-08,2023-02-22 16:43:00,Ewallet
594-34-4444,1,4.858,102.018,2019-03-08,2023-02-22 20:38:00,Ewallet
345-08-4992,6,10.197,214.137,2019-03-08,2023-02-22 15:37:00,Credit card
574-57-9721,2,4.327,90.867,2019-03-08,2023-02-22 16:53:00,Ewallet
364-33-8584,5,4.4075,92.5575,2019-03-08,2023-02-22 15:27:00,Cash
458-41-1477,6,13.878,291.438,2019-03-08,2023-02-22 17:11:00,Credit card
549-96-4200,4,3.408,71.568,2019-03-08,2023-02-22 20:15:00,Ewallet
632-90-0281,10,18.775,394.275,2019-03-08,2023-02-22 20:01:00,Credit card
226-31-3081,5,3.82,80.22,2019-03-08,2023-02-22 10:29:00,Cash
325-77-6186,10,45.325,951.825,2019-03-08,2023-02-22 10:53:00,Ewallet
563-91-7120,5,15.4425,324.2925,2019-03-08,2023-02-22 13:21:00,Cash
219-22-9386,9,44.982,944.622,2019-03-09,2023-02-22 17:26:00,Credit card
277-35-5865,9,44.5365,935.2665,2019-03-09,2023-02-22 11:23:00,Cash
132-32-9879,4,18.792,394.632,2019-03-09,2023-02-22 18:00:00,Cash
127-47-6963,4,10.342,217.182,2019-03-09,2023-02-22 13:53:00,Credit card
268-27-6179,8,22.588,474.348,2019-03-09,2023-02-22 14:57:00,Ewallet
841-35-6630,6,22.773,478.233,2019-03-09,2023-02-22 18:21:00,Cash
652-43-6591,8,38.916,817.236,2019-03-09,2023-02-22 13:18:00,Credit card
616-87-0016,7,33.439,702.219,2019-03-09,2023-02-22 14:36:00,Credit card
299-29-0180,7,18.263,383.523,2019-03-09,2023-02-22 10:54:00,Cash
529-56-3974,4,5.102,107.142,2019-03-09,2023-02-22 17:03:00,Cash
815-11-1168,5,24.945,523.845,2019-03-09,2023-02-22 19:09:00,Cash
360-39-5055,5,12.2275,256.7775,2019-03-09,2023-02-22 10:17:00,Cash
816-57-2053,2,6.087,127.827,2019-03-09,2023-02-22 12:37:00,Ewallet
308-47-4913,10,26.13,548.73,2019-03-09,2023-02-22 12:45:00,Credit card
157-13-5295,10,25.97,545.37,2019-03-09,2023-02-22 18:24:00,Ewallet
489-64-4354,1,0.814,17.094,2019-03-09,2023-02-22 15:36:00,Cash
668-90-8900,7,32.7915,688.6215,2019-03-10,2023-02-22 18:44:00,Credit card
607-65-2441,10,40.975,860.475,2019-03-10,2023-02-22 12:39:00,Credit card
790-29-1172,3,8.601,180.621,2019-03-10,2023-02-22 18:59:00,Credit card
596-42-3999,7,6.377,133.917,2019-03-10,2023-02-22 14:04:00,Credit card
696-90-2548,3,3.876,81.396,2019-03-10,2023-02-22 18:55:00,Ewallet
239-48-4278,7,3.5455,74.4555,2019-03-10,2023-02-22 19:35:00,Ewallet
453-12-7053,3,6.861,144.081,2019-03-10,2023-02-22 17:38:00,Credit card
246-55-6923,9,16.1055,338.2155,2019-03-10,2023-02-22 15:06:00,Credit card
745-74-0715,2,5.803,121.863,2019-03-10,2023-02-22 20:46:00,Ewallet
129-29-8530,5,15.655,328.755,2019-03-10,2023-02-22 19:15:00,Ewallet
189-17-4241,2,8.767,184.107,2019-03-10,2023-02-22 12:17:00,Credit card
156-20-0370,1,1.2725,26.7225,2019-03-10,2023-02-22 18:10:00,Credit card
689-16-9784,6,14.031,294.651,2019-03-11,2023-02-22 13:37:00,Cash
721-86-6247,8,25.368,532.728,2019-03-11,2023-02-22 12:55:00,Ewallet
584-86-7256,7,12.096,254.016,2019-03-11,2023-02-22 16:07:00,Credit card
892-05-6689,5,7.08,148.68,2019-03-11,2023-02-22 13:28:00,Ewallet
214-30-2776,5,8.6225,181.0725,2019-03-11,2023-02-22 19:44:00,Credit card
656-95-9349,7,24.1255,506.6355,2019-03-11,2023-02-22 11:03:00,Credit card
319-50-3348,2,4.03,84.63,2019-03-11,2023-02-22 15:30:00,Ewallet
448-81-5016,2,5.977,125.517,2019-03-11,2023-02-22 12:01:00,Credit card
749-81-8133,4,18.934,397.614,2019-03-11,2023-02-22 12:04:00,Cash
891-58-8335,7,10.3635,217.6335,2019-03-11,2023-02-22 15:53:00,Cash
704-20-4138,7,10.3845,218.0745,2019-03-11,2023-02-22 18:58:00,Credit card
427-45-9297,7,14.2555,299.3655,2019-03-12,2023-02-22 11:01:00,Ewallet
253-12-6086,7,34.44,723.24,2019-03-12,2023-02-22 12:43:00,Credit card
565-17-3836,4,9.534,200.214,2019-03-12,2023-02-22 14:21:00,Cash
152-08-9985,9,28.962,608.202,2019-03-12,2023-02-22 12:09:00,Credit card
719-76-3868,4,18.852,395.892,2019-03-12,2023-02-22 16:30:00,Cash
266-20-6657,7,19.264,404.544,2019-03-12,2023-02-22 19:39:00,Ewallet
545-46-3100,3,1.5885,33.3585,2019-03-12,2023-02-22 13:52:00,Credit card
573-10-3877,1,1.9505,40.9605,2019-03-12,2023-02-22 16:46:00,Credit card
699-01-4164,4,8.3,174.3,2019-03-12,2023-02-22 19:58:00,Credit card
651-61-0874,4,9.244,194.124,2019-03-12,2023-02-22 20:04:00,Credit card
120-06-4233,6,9.183,192.843,2019-03-12,2023-02-22 20:36:00,Cash
276-54-0879,4,19.548,410.508,2019-03-12,2023-02-22 19:53:00,Ewallet
655-85-5130,4,7.66,160.86,2019-03-13,2023-02-22 19:22:00,Cash
173-57-2300,2,7.288,153.048,2019-03-13,2023-02-22 12:51:00,Cash
316-01-3952,5,13.5675,284.9175,2019-03-13,2023-02-22 14:16:00,Ewallet
101-17-6199,7,16.0265,336.5565,2019-03-13,2023-02-22 19:44:00,Credit card
336-78-2147,8,25.564,536.844,2019-03-13,2023-02-22 19:52:00,Credit card
877-22-3308,10,7.935,166.635,2019-03-13,2023-02-22 16:40:00,Cash
137-74-8729,8,4.876,102.396,2019-03-13,2023-02-22 12:47:00,Ewallet
686-41-0932,2,3.47,72.87,2019-03-13,2023-02-22 19:48:00,Ewallet
585-03-5943,10,9.055,190.155,2019-03-13,2023-02-22 11:46:00,Ewallet
584-66-4073,1,2.825,59.325,2019-03-13,2023-02-22 15:45:00,Ewallet
442-48-3607,2,2.348,49.308,2019-03-14,2023-02-22 11:21:00,Credit card
722-13-2115,1,2.1425,44.9925,2019-03-14,2023-02-22 15:36:00,Credit card
808-65-0703,4,7.094,148.974,2019-03-14,2023-02-22 17:22:00,Credit card
139-32-4183,9,43.866,921.186,2019-03-14,2023-02-22 14:19:00,Ewallet
115-99-4379,7,19.1555,402.2655,2019-03-14,2023-02-22 19:02:00,Credit card
189-52-0236,7,34.8425,731.6925,2019-03-14,2023-02-22 12:07:00,Cash
730-70-9830,6,21.033,441.693,2019-03-14,2023-02-22 17:54:00,Ewallet
457-12-0244,6,10.566,221.886,2019-03-14,2023-02-22 13:49:00,Ewallet
558-80-4082,7,9.7475,204.6975,2019-03-14,2023-02-22 17:20:00,Ewallet
122-61-9553,9,23.094,484.974,2019-03-14,2023-02-22 19:33:00,Cash
379-17-6588,10,29.805,625.905,2019-03-14,2023-02-22 11:07:00,Cash
499-27-7781,8,21.284,446.964,2019-03-14,2023-02-22 16:45:00,Ewallet
210-30-7976,4,4.464,93.744,2019-03-14,2023-02-22 11:16:00,Ewallet
174-75-0888,9,9.711,203.931,2019-03-14,2023-02-22 12:32:00,Cash
169-52-4504,3,2.3535,49.4235,2019-03-14,2023-02-22 14:13:00,Credit card
840-19-2096,5,21.9775,461.5275,2019-03-14,2023-02-22 18:10:00,Ewallet
628-90-8624,10,41.29,867.09,2019-03-14,2023-02-22 14:41:00,Cash
373-09-4567,10,38.78,814.38,2019-03-14,2023-02-22 20:35:00,Ewallet
361-59-0574,8,36.212,760.452,2019-03-15,2023-02-22 14:48:00,Credit card
542-41-0513,4,11.498,241.458,2019-03-15,2023-02-22 11:57:00,Cash
359-94-5395,1,4.639,97.419,2019-03-15,2023-02-22 10:50:00,Credit card
848-62-7243,9,11.2005,235.2105,2019-03-15,2023-02-22 15:36:00,Cash
595-11-5460,2,9.658,202.818,2019-03-15,2023-02-22 10:12:00,Credit card
510-09-5628,10,9.83,206.43,2019-03-15,2023-02-22 18:20:00,Credit card
154-87-7367,8,26.104,548.184,2019-03-15,2023-02-22 14:04:00,Ewallet
585-11-6748,3,14.52,304.92,2019-03-15,2023-02-22 13:05:00,Cash
605-83-1050,2,2.718,57.078,2019-03-15,2023-02-22 16:26:00,Ewallet
760-54-1821,9,6.1155,128.4255,2019-03-15,2023-02-22 10:26:00,Cash
565-91-4567,8,4.3,90.3,2019-03-15,2023-02-22 14:38:00,Ewallet
273-16-6619,2,3.32,69.72,2019-03-15,2023-02-22 12:20:00,Credit card
701-69-8742,10,17.185,360.885,2019-03-16,2023-02-22 10:11:00,Ewallet
286-43-6208,9,39.51,829.71,2019-03-16,2023-02-22 19:08:00,Cash
210-74-9613,4,19.452,408.492,2019-03-16,2023-02-22 15:33:00,Ewallet
575-30-8091,8,29.0,609.0,2019-03-16,2023-02-22 19:25:00,Ewallet
727-17-0390,5,15.9025,333.9525,2019-03-16,2023-02-22 12:43:00,Ewallet
578-80-7669,1,3.7485,78.7185,2019-03-16,2023-02-22 16:58:00,Cash
711-31-1234,4,19.128,401.688,2019-03-16,2023-02-22 18:51:00,Cash
290-68-2984,4,4.75,99.75,2019-03-16,2023-02-22 11:22:00,Cash
617-15-4209,2,1.537,32.277,2019-03-16,2023-02-22 19:47:00,Cash
320-32-8842,1,1.131,23.751,2019-03-17,2023-02-22 18:58:00,Cash
642-30-6693,6,16.353,343.413,2019-03-17,2023-02-22 13:54:00,Ewallet
220-68-6701,4,15.494,325.374,2019-03-17,2023-02-22 16:36:00,Cash
662-47-5456,10,17.595,369.495,2019-03-17,2023-02-22 19:06:00,Credit card
880-46-5796,10,38.46,807.66,2019-03-17,2023-02-22 19:53:00,Ewallet
152-03-4217,9,5.076,106.596,2019-03-17,2023-02-22 11:55:00,Credit card
263-87-5680,10,14.265,299.565,2019-03-18,2023-02-22 17:38:00,Ewallet
256-58-3609,1,4.599,96.579,2019-03-18,2023-02-22 15:29:00,Cash
776-68-1096,3,6.618,138.978,2019-03-18,2023-02-22 13:45:00,Credit card
413-20-6708,1,2.5735,54.0435,2019-03-18,2023-02-22 15:52:00,Ewallet
485-30-8700,5,8.315,174.615,2019-03-18,2023-02-22 16:10:00,Credit card
420-04-7590,3,14.955,314.055,2019-03-18,2023-02-22 11:29:00,Ewallet
439-54-7422,4,10.238,214.998,2019-03-18,2023-02-22 17:15:00,Credit card
548-48-3156,2,8.334,175.014,2019-03-19,2023-02-22 13:37:00,Cash
898-04-2717,9,34.38,721.98,2019-03-19,2023-02-22 15:49:00,Ewallet
301-81-8610,8,10.168,213.528,2019-03-19,2023-02-22 19:42:00,Credit card
155-45-3814,8,35.42,743.82,2019-03-19,2023-02-22 15:29:00,Ewallet
593-08-5916,1,0.775,16.275,2019-03-19,2023-02-22 15:23:00,Credit card
318-81-2368,1,2.31,48.51,2019-03-19,2023-02-22 12:16:00,Cash
574-22-5561,10,41.315,867.615,2019-03-19,2023-02-22 17:08:00,Ewallet
751-69-0068,9,44.658,937.818,2019-03-19,2023-02-22 19:09:00,Ewallet
737-88-5876,4,4.658,97.818,2019-03-19,2023-02-22 11:52:00,Credit card
850-41-9669,9,33.777,709.317,2019-03-19,2023-02-22 13:25:00,Ewallet
701-23-5550,4,7.762,163.002,2019-03-19,2023-02-22 13:40:00,Ewallet
568-90-5112,4,13.228,277.788,2019-03-19,2023-02-22 12:46:00,Credit card
716-39-1409,7,10.6225,223.0725,2019-03-19,2023-02-22 18:19:00,Cash
728-88-7867,4,15.106,317.226,2019-03-19,2023-02-22 15:52:00,Ewallet
462-78-5240,2,2.661,55.881,2019-03-19,2023-02-22 14:35:00,Cash
831-07-6050,5,8.1775,171.7275,2019-03-19,2023-02-22 11:30:00,Credit card
451-28-5717,6,24.951,523.971,2019-03-20,2023-02-22 11:23:00,Cash
632-32-4574,8,30.368,637.728,2019-03-20,2023-02-22 14:14:00,Cash
514-37-2845,2,9.925,208.425,2019-03-20,2023-02-22 13:02:00,Cash
509-29-3912,9,17.424,365.904,2019-03-20,2023-02-22 12:24:00,Ewallet
102-06-2002,5,6.3125,132.5625,2019-03-20,2023-02-22 17:52:00,Cash
760-90-2357,6,22.353,469.413,2019-03-20,2023-02-22 15:08:00,Ewallet
650-98-6268,3,3.1305,65.7405,2019-03-20,2023-02-22 13:53:00,Credit card
436-54-4512,1,4.5805,96.1905,2019-03-20,2023-02-22 19:44:00,Cash
537-72-0426,10,35.495,745.395,2019-03-20,2023-02-22 16:28:00,Cash
142-63-6033,5,23.09,484.89,2019-03-20,2023-02-22 19:17:00,Ewallet
182-88-2763,3,11.9865,251.7165,2019-03-20,2023-02-22 19:28:00,Credit card
213-72-6612,2,4.325,90.825,2019-03-20,2023-02-22 15:56:00,Cash
574-31-8277,1,1.6815,35.3115,2019-03-20,2023-02-22 19:55:00,Cash
805-86-0265,9,42.282,887.922,2019-03-20,2023-02-22 11:32:00,Cash
828-61-5674,10,22.01,462.21,2019-03-20,2023-02-22 19:57:00,Credit card
827-26-2100,9,15.228,319.788,2019-03-21,2023-02-22 16:21:00,Ewallet
500-02-2261,6,17.187,360.927,2019-03-21,2023-02-22 17:04:00,Ewallet
448-61-3783,8,36.008,756.168,2019-03-21,2023-02-22 16:08:00,Credit card
512-98-1403,3,3.972,83.412,2019-03-21,2023-02-22 10:40:00,Ewallet
527-09-6272,5,7.1125,149.3625,2019-03-21,2023-02-22 10:17:00,Credit card
438-01-4015,4,9.898,207.858,2019-03-21,2023-02-22 15:25:00,Ewallet
616-24-2851,4,3.574,75.054,2019-03-22,2023-02-22 14:42:00,Ewallet
630-74-5166,6,18.639,391.419,2019-03-22,2023-02-22 20:19:00,Cash
394-30-3170,8,35.372,742.812,2019-03-22,2023-02-22 19:35:00,Credit card
886-18-2897,5,14.14,296.94,2019-03-22,2023-02-22 19:06:00,Credit card
227-03-5010,8,21.036,441.756,2019-03-22,2023-02-22 19:20:00,Credit card
802-43-8934,1,0.914,19.194,2019-03-22,2023-02-22 15:05:00,Credit card
674-56-6360,1,4.7575,99.9075,2019-03-22,2023-02-22 14:00:00,Cash
554-53-3790,6,11.106,233.226,2019-03-22,2023-02-22 18:33:00,Cash
472-15-9636,8,20.372,427.812,2019-03-22,2023-02-22 19:36:00,Ewallet
550-84-8664,5,21.4775,451.0275,2019-03-22,2023-02-22 14:33:00,Credit card
865-92-6136,3,7.9125,166.1625,2019-03-23,2023-02-22 10:16:00,Ewallet
386-27-7606,7,28.42,596.82,2019-03-23,2023-02-22 15:59:00,Credit card
608-96-3517,4,18.308,384.468,2019-03-23,2023-02-22 19:20:00,Credit card
856-22-8149,1,1.2645,26.5545,2019-03-23,2023-02-22 10:13:00,Ewallet
884-80-6021,10,36.735,771.435,2019-03-23,2023-02-22 13:14:00,Ewallet
474-33-8305,7,23.5865,495.3165,2019-03-23,2023-02-22 13:23:00,Ewallet
795-49-7276,4,7.43,156.03,2019-03-23,2023-02-22 18:59:00,Ewallet
407-63-8975,6,22.164,465.444,2019-03-23,2023-02-22 19:16:00,Ewallet
333-73-7901,8,21.968,461.328,2019-03-23,2023-02-22 13:24:00,Ewallet
851-28-6367,10,7.75,162.75,2019-03-23,2023-02-22 10:55:00,Ewallet
733-29-1227,7,19.4635,408.7335,2019-03-23,2023-02-22 12:41:00,Cash
835-16-0096,5,3.675,77.175,2019-03-24,2023-02-22 13:48:00,Ewallet
468-88-0009,4,13.188,276.948,2019-03-24,2023-02-22 10:29:00,Cash
725-67-2480,6,17.625,370.125,2019-03-24,2023-02-22 18:14:00,Credit card
538-22-0304,10,32.475,681.975,2019-03-24,2023-02-22 18:27:00,Cash
560-30-5617,5,6.1925,130.0425,2019-03-24,2023-02-22 18:27:00,Cash
588-01-7461,9,15.291,321.111,2019-03-24,2023-02-22 10:43:00,Cash
641-62-7288,6,29.976,629.496,2019-03-24,2023-02-22 13:33:00,Ewallet
334-64-2006,2,7.032,147.672,2019-03-24,2023-02-22 14:22:00,Ewallet
118-62-1812,4,15.676,329.196,2019-03-24,2023-02-22 17:56:00,Cash
851-98-3555,5,20.72,435.12,2019-03-24,2023-02-22 14:08:00,Credit card
593-95-4461,1,3.743,78.603,2019-03-24,2023-02-22 14:49:00,Cash
699-14-3026,7,29.8865,627.6165,2019-03-25,2023-02-22 18:30:00,Ewallet
282-35-2475,2,9.331,195.951,2019-03-25,2023-02-22 17:53:00,Cash
134-75-2619,7,6.762,142.002,2019-03-25,2023-02-22 18:51:00,Cash
362-58-8315,5,19.13,401.73,2019-03-25,2023-02-22 10:23:00,Cash
605-03-2706,3,2.37,49.77,2019-03-25,2023-02-22 18:02:00,Cash
340-66-0321,4,7.272,152.712,2019-03-25,2023-02-22 13:07:00,Cash
366-43-6862,4,10.578,222.138,2019-03-25,2023-02-22 16:32:00,Ewallet
156-95-3964,4,11.078,232.638,2019-03-25,2023-02-22 15:19:00,Ewallet
110-05-6330,6,11.829,248.409,2019-03-25,2023-02-22 20:18:00,Credit card
859-97-6048,2,8.425,176.925,2019-03-26,2023-02-22 14:13:00,Credit card
449-27-2918,1,1.956,41.076,2019-03-26,2023-02-22 11:02:00,Credit card
848-24-9445,2,4.37,91.77,2019-03-26,2023-02-22 18:03:00,Cash
595-94-9924,5,6.9325,145.5825,2019-03-26,2023-02-22 20:21:00,Credit card
487-79-6868,9,5.5305,116.1405,2019-03-26,2023-02-22 19:28:00,Credit card
587-73-4862,5,2.6725,56.1225,2019-03-26,2023-02-22 11:07:00,Ewallet
236-27-1144,9,7.3395,154.1295,2019-03-26,2023-02-22 10:31:00,Ewallet
760-53-9233,3,6.192,130.032,2019-03-26,2023-02-22 18:37:00,Credit card
163-56-7055,1,2.4355,51.1455,2019-03-26,2023-02-22 19:20:00,Cash
411-77-0180,7,25.27,530.67,2019-03-26,2023-02-22 20:14:00,Ewallet
797-88-0493,4,12.854,269.934,2019-03-26,2023-02-22 13:54:00,Cash
807-34-3742,1,2.619,54.999,2019-03-26,2023-02-22 19:44:00,Cash
734-91-1155,3,6.8565,143.9865,2019-03-26,2023-02-22 10:34:00,Credit card
278-86-2735,3,7.851,164.871,2019-03-27,2023-02-22 14:03:00,Cash
423-57-2993,6,28.017,588.357,2019-03-27,2023-02-22 19:18:00,Ewallet
176-64-7711,3,4.848,101.808,2019-03-27,2023-02-22 19:11:00,Credit card
794-32-2436,2,5.567,116.907,2019-03-27,2023-02-22 15:08:00,Ewallet
106-35-6779,2,4.434,93.114,2019-03-27,2023-02-22 11:26:00,Cash
633-44-8566,7,17.283,362.943,2019-03-27,2023-02-22 20:35:00,Credit card
186-71-5196,2,7.954,167.034,2019-03-27,2023-02-22 16:30:00,Ewallet
313-66-9943,3,4.3725,91.8225,2019-03-27,2023-02-22 20:29:00,Credit card
702-83-5291,9,44.919,943.299,2019-03-27,2023-02-22 10:43:00,Cash
238-49-0436,8,12.984,272.664,2019-03-27,2023-02-22 13:48:00,Credit card
212-62-1842,6,17.478,367.038,2019-03-28,2023-02-22 16:44:00,Cash
857-16-3520,7,25.011,525.231,2019-03-28,2023-02-22 16:06:00,Ewallet
531-80-1784,7,9.107,191.247,2019-03-28,2023-02-22 17:38:00,Cash
573-58-9734,3,4.5555,95.6655,2019-03-28,2023-02-22 13:41:00,Ewallet
420-97-3340,3,10.752,225.792,2019-03-28,2023-02-22 15:30:00,Credit card
470-32-9057,5,12.835,269.535,2019-03-28,2023-02-22 15:31:00,Credit card
633-09-3463,3,7.1475,150.0975,2019-03-28,2023-02-22 12:58:00,Credit card
333-23-2632,7,3.528,74.088,2019-03-28,2023-02-22 20:14:00,Cash
266-76-6436,3,5.79,121.59,2019-03-28,2023-02-22 13:57:00,Ewallet
544-32-5024,4,9.958,209.118,2019-03-28,2023-02-22 19:16:00,Credit card
291-21-5991,5,15.3225,321.7725,2019-03-29,2023-02-22 14:28:00,Cash
186-79-9562,7,25.1195,527.5095,2019-03-29,2023-02-22 14:06:00,Cash
218-59-9410,3,10.863,228.123,2019-03-29,2023-02-22 16:54:00,Ewallet
